tipo,fecha,valor
Divisas,2007-07-20,3312.0681281899997
Oro,2007-07-20,615.3247867
Otros,2007-07-20,13.617090000000001
DEG,2007-07-23,40.89059507
Divisas,2007-07-23,3309.06325131
Oro,2007-07-23,623.97544279
Otros,2007-07-23,13.60546375
DEG,2007-07-24,40.964747130000006
Divisas,2007-07-24,3315.4454416799995
Oro,2007-07-24,621.47454221
Otros,2007-07-24,13.63013625
DEG,2007-07-25,40.9903536
Divisas,2007-07-25,3348.11490168
Oro,2007-07-25,621.2923272300001
Otros,2007-07-25,13.63865625
DEG,2007-07-26,40.890328329999996
Divisas,2007-07-26,3363.6070261399996
Oro,2007-07-26,615.55255543
Otros,2007-07-26,13.605375
DEG,2007-07-27,40.87459102
Divisas,2007-07-27,3382.2049386599997
Oro,2007-07-27,601.8864320800001
Otros,2007-07-27,13.60013875
DEG,2007-07-30,40.80817424
Divisas,2007-07-30,3422.9189144099996
Oro,2007-07-30,602.73441431
Otros,2007-07-30,13.578040000000001
DEG,2007-07-31,40.980721089999996
Divisas,2007-07-31,3454.54282766
Oro,2007-07-31,606.19649889
Otros,2007-07-31,13.585672500000001
DEG,2007-08-01,40.9925004
Divisas,2007-08-01,3498.9789881799993
Oro,2007-08-01,605.55874647
Otros,2007-08-01,13.589577499999999
DEG,2007-08-02,40.96733553
Divisas,2007-08-02,3506.49987517
Oro,2007-08-02,607.92136693
Otros,2007-08-02,13.581235000000001
DEG,2007-08-03,40.97670543
Divisas,2007-08-03,3515.5122745000003
Oro,2007-08-03,606.74152494
Otros,2007-08-03,13.58434125
DEG,2007-08-07,40.87226252
Divisas,2007-08-07,3530.18838156
Oro,2007-08-07,613.47892376
Otros,2007-08-07,13.593393749999999
DEG,2007-08-08,40.53218924
Divisas,2007-08-08,3531.6376838
Oro,2007-08-08,613.0233863200001
Otros,2007-08-08,13.62676375
DEG,2007-08-09,40.49813545
Divisas,2007-08-09,3541.11261997
Oro,2007-08-09,614.83936184
Otros,2007-08-09,13.615315
DEG,2007-08-10,40.47860072
Divisas,2007-08-10,3558.4187717000004
Oro,2007-08-10,603.1776032500001
Otros,2007-08-10,13.6087475
DEG,2007-08-13,40.40178171
Divisas,2007-08-13,3566.64159247
Oro,2007-08-13,613.29053453
Otros,2007-08-13,13.58292125
DEG,2007-08-14,40.37538343
Divisas,2007-08-14,3581.4431397000008
Oro,2007-08-14,610.1017724200001
Otros,2007-08-14,13.574046249999999
DEG,2007-08-15,40.25183946
Divisas,2007-08-15,3585.1722079600004
Oro,2007-08-15,610.05621867
Otros,2007-08-15,13.532511249999999
DEG,2007-08-16,40.175812400000005
Divisas,2007-08-16,3590.2103519600005
Oro,2007-08-16,609.0023083
Otros,2007-08-16,13.50695125
DEG,2007-08-17,40.15416581
Divisas,2007-08-17,3606.06450889
Oro,2007-08-17,595.79172239
Otros,2007-08-17,13.49967375
DEG,2007-08-20,40.23758439
Divisas,2007-08-20,3617.17721716
Oro,2007-08-20,599.61823693
Otros,2007-08-20,13.52771875
DEG,2007-08-21,40.239432269999995
Divisas,2007-08-21,3642.7114235500003
Oro,2007-08-21,599.58179394
Otros,2007-08-21,13.52834
DEG,2007-08-22,40.27559792
Divisas,2007-08-22,3655.55055986
Oro,2007-08-22,599.25380698
Otros,2007-08-22,13.540498750000001
DEG,2007-08-23,40.24708777
Divisas,2007-08-23,3666.71824819
Oro,2007-08-23,602.29065264
Otros,2007-08-23,13.53091375
DEG,2007-08-24,40.3220589
Divisas,2007-08-24,3685.01087145
Oro,2007-08-24,601.97177643
Otros,2007-08-24,13.55611875
DEG,2007-08-27,40.37379953
Divisas,2007-08-27,3693.3956373
Oro,2007-08-27,609.0781605699999
Otros,2007-08-27,13.57351375
DEG,2007-08-28,40.435307529999996
Divisas,2007-08-28,3697.59634816
Oro,2007-08-28,608.62262312
Otros,2007-08-28,13.594192499999998
DEG,2007-08-29,40.475696909999996
Divisas,2007-08-29,3676.4170144100003
Oro,2007-08-29,603.8850337
Otros,2007-08-29,13.607771249999999
DEG,2007-08-30,40.45827404
Divisas,2007-08-30,3682.86101713
Oro,2007-08-30,608.66267738
Otros,2007-08-30,13.60191375
DEG,2007-08-31,40.54980116
Divisas,2007-08-31,3720.02246543
Oro,2007-08-31,606.52165139
Otros,2007-08-31,13.58487375
DEG,2007-09-03,40.60119407
Divisas,2007-09-03,3722.44797833
Oro,2007-09-03,613.8330273700001
Otros,2007-09-03,13.602091249999999
DEG,2007-09-04,40.60119407
Divisas,2007-09-04,3731.40995745
Oro,2007-09-04,613.03583685
Otros,2007-09-04,13.602091249999999
DEG,2007-09-05,40.532581879999995
Divisas,2007-09-05,3726.7554616300004
Oro,2007-09-05,621.67738219
Otros,2007-09-05,13.579105
DEG,2007-09-06,40.52728363
Divisas,2007-09-06,3734.0991853000005
Oro,2007-09-06,621.75431318
Otros,2007-09-06,13.57733
DEG,2007-09-07,40.65126241
Divisas,2007-09-07,3743.95803816
Oro,2007-09-07,634.19048543
Otros,2007-09-07,13.618865
DEG,2007-09-10,40.67298519
Divisas,2007-09-10,3753.2806084599997
Oro,2007-09-10,638.5180911599999
Otros,2007-09-10,13.6261425
DEG,2007-09-11,40.863986669999996
Divisas,2007-09-11,3829.4264648199996
Oro,2007-09-11,640.98254872
Otros,2007-09-11,13.69013125
DEG,2007-09-12,40.90875679
Divisas,2007-09-12,3839.52292294
Oro,2007-09-12,649.7425337999999
Otros,2007-09-12,13.705129999999999
DEG,2007-09-13,40.95988479
Divisas,2007-09-13,3842.1781049700007
Oro,2007-09-13,648.3553800699999
Otros,2007-09-13,13.722258750000002
DEG,2007-09-14,40.91431994
Divisas,2007-09-14,3851.13260384
Oro,2007-09-14,645.61760002
Otros,2007-09-14,13.706993749999999
DEG,2007-09-17,40.87272877
Divisas,2007-09-17,3886.37213085
Oro,2007-09-17,644.9617042499999
Otros,2007-09-17,13.69306
DEG,2007-09-18,40.835641100000004
Divisas,2007-09-18,3900.44324021
Oro,2007-09-18,654.5279906000001
Otros,2007-09-18,13.680635
DEG,2007-09-19,40.79828852
Divisas,2007-09-19,3914.2390154700006
Oro,2007-09-19,659.53890249
Otros,2007-09-19,13.66812125
DEG,2007-09-20,40.890742780000004
Divisas,2007-09-20,3924.33820742
Oro,2007-09-20,657.52998235
Otros,2007-09-20,13.699095
DEG,2007-09-21,41.0046549
Divisas,2007-09-21,3944.33701346
Oro,2007-09-21,668.99585985
Otros,2007-09-21,13.7372575
DEG,2007-09-24,41.04545134
Divisas,2007-09-24,3959.52648548
Oro,2007-09-24,666.73639413
Otros,2007-09-24,13.750924999999999
DEG,2007-09-25,41.16519152
Divisas,2007-09-25,3959.1413601699996
Oro,2007-09-25,665.73421175
Otros,2007-09-25,13.79104
DEG,2007-09-26,41.1204214
Divisas,2007-09-26,3961.44670682
Oro,2007-09-26,666.73639413
Otros,2007-09-26,13.77604125
DEG,2007-09-27,41.1357863
Divisas,2007-09-27,3977.42725471
Oro,2007-09-27,664.3204176
Otros,2007-09-27,13.78118875
DEG,2007-09-28,41.30747154
Divisas,2007-09-28,4017.5280700799995
Oro,2007-09-28,669.2356666200001
Otros,2007-09-28,13.79459
DEG,2007-09-30,41.30747154
Divisas,2007-09-30,4017.5280700799995
Oro,2007-09-30,669.2356666200001
Otros,2007-09-30,13.79459
DEG,2007-10-01,41.36939342
Divisas,2007-10-01,4019.5764637999996
Oro,2007-10-01,677.80432597
Otros,2007-10-01,13.81526875
DEG,2007-10-02,41.42467131
Divisas,2007-10-02,4022.2183648100004
Oro,2007-10-02,680.99308809
Otros,2007-10-02,13.83372875
DEG,2007-10-03,41.32952954
Divisas,2007-10-03,4011.41256637
Oro,2007-10-03,666.87598266
Otros,2007-10-03,13.80195625
DEG,2007-10-04,41.35371363
Divisas,2007-10-04,4011.80546835
Oro,2007-10-04,663.5915576900001
Otros,2007-10-04,13.8100325
DEG,2007-10-05,41.23332473999999
Divisas,2007-10-05,4007.9370157699996
Oro,2007-10-05,672.79341408
Otros,2007-10-05,13.76982875
DEG,2007-10-08,41.281427150000006
Divisas,2007-10-08,4001.6361955699995
Oro,2007-10-08,676.98435857
Otros,2007-10-08,13.7858925
DEG,2007-10-09,41.281427150000006
Divisas,2007-10-09,4002.9210068699995
Oro,2007-10-09,668.4202546099999
Otros,2007-10-09,13.7858925
DEG,2007-10-10,41.12462926
Divisas,2007-10-10,4002.79149753
Oro,2007-10-10,673.04851505
Otros,2007-10-10,13.73353
DEG,2007-10-11,41.281427150000006
Divisas,2007-10-11,4088.5809253099997
Oro,2007-10-11,675.43553126
Otros,2007-10-11,13.7858925
DEG,2007-10-12,41.32846651
Divisas,2007-10-12,4088.8385699400005
Oro,2007-10-12,681.99527047
Otros,2007-10-12,13.80160125
DEG,2007-10-15,41.28009835
Divisas,2007-10-15,4095.8121282899992
Oro,2007-10-15,682.8152378699999
Otros,2007-10-15,13.785448749999999
DEG,2007-10-16,41.36673582
Divisas,2007-10-16,4096.232870659999
Oro,2007-10-16,692.2904167300001
Otros,2007-10-16,13.81438125
DEG,2007-10-17,41.27876955
Divisas,2007-10-17,4077.97021662
Oro,2007-10-17,693.47481408
Otros,2007-10-17,13.785005
DEG,2007-10-18,41.30109332
Divisas,2007-10-18,4083.87334559
Oro,2007-10-18,687.91725725
Otros,2007-10-18,13.792459999999998
DEG,2007-10-19,41.45895424
Divisas,2007-10-19,4083.7012822900006
Oro,2007-10-19,699.86600442
Otros,2007-10-19,13.8451775
DEG,2007-10-22,41.50971423
Divisas,2007-10-22,4087.2314124500003
Oro,2007-10-22,697.4835436
Otros,2007-10-22,13.86212875
DEG,2007-10-23,42.13448623
Divisas,2007-10-23,4104.421641660001
Oro,2007-10-23,687.4617198100001
Otros,2007-10-23,13.86212875
DEG,2007-10-24,42.070823080000004
Divisas,2007-10-24,4101.95030518
Oro,2007-10-24,692.4726317000001
Otros,2007-10-24,13.84118375
DEG,2007-10-25,42.11209622
Divisas,2007-10-25,4113.80240424
Oro,2007-10-25,696.29914624
Otros,2007-10-25,13.854762500000001
DEG,2007-10-26,42.211097820000006
Divisas,2007-10-26,4117.50151281
Oro,2007-10-26,701.12784316
Otros,2007-10-26,13.88733375
DEG,2007-10-29,42.27691905
Divisas,2007-10-29,4114.55916113
Oro,2007-10-29,715.68712528
Otros,2007-10-29,13.90898875
DEG,2007-10-30,42.334917260000005
Divisas,2007-10-30,4130.851878089999
Oro,2007-10-30,721.3840741700001
Otros,2007-10-30,13.92807
DEG,2007-10-31,42.45819545
Divisas,2007-10-31,4148.41266332
Oro,2007-10-31,712.68330897
Otros,2007-10-31,13.92354375
DEG,2007-11-01,42.540197119999995
Divisas,2007-11-01,4149.941234870001
Oro,2007-11-01,725.41558054
Otros,2007-11-01,13.950434999999999
DEG,2007-11-02,42.211097820000006
Divisas,2007-11-02,4117.50151281
Oro,2007-11-02,701.12784316
Otros,2007-11-02,13.88733375
DEG,2007-11-05,42.540197119999995
Divisas,2007-11-05,4158.38162361
Oro,2007-11-05,717.8308821
Otros,2007-11-05,13.93543625
DEG,2007-11-06,42.49446022
Divisas,2007-11-06,4141.1041329
Oro,2007-11-06,735.0501975200001
Otros,2007-11-06,13.97253375
DEG,2007-11-07,42.60758465
Divisas,2007-11-07,4140.98793569
Oro,2007-11-07,750.29248043
Otros,2007-11-07,13.99773875
DEG,2007-11-08,42.684444309999996
Divisas,2007-11-08,4145.544046319999
Oro,2007-11-08,758.64703717
Otros,2007-11-08,14.07717
DEG,2007-11-09,42.50220565
Divisas,2007-11-09,4228.69502522
Oro,2007-11-09,758.3737147
Otros,2007-11-09,14.07459625
DEG,2007-11-12,42.49443491
Divisas,2007-11-12,4229.170785349999
Oro,2007-11-12,757.8316251299999
Otros,2007-11-12,14.1036175
DEG,2007-11-13,42.58205672
Divisas,2007-11-13,4263.13446301
Oro,2007-11-13,727.3971684400001
Otros,2007-11-13,14.0585325
DEG,2007-11-14,42.44593475999999
Divisas,2007-11-14,4259.00680383
Oro,2007-11-14,730.49482307
Otros,2007-11-14,14.060485
DEG,2007-11-15,42.45182981
Divisas,2007-11-15,4277.07079982
Oro,2007-11-15,740.0611094100001
Otros,2007-11-15,14.08001
DEG,2007-11-16,42.51078026
Divisas,2007-11-16,4269.2374302200005
Oro,2007-11-16,718.60985112
Otros,2007-11-16,14.04442125
DEG,2007-11-19,42.403329660000004
Divisas,2007-11-19,4267.1755177899995
Oro,2007-11-19,716.82869972
Otros,2007-11-19,14.03235125
DEG,2007-11-20,42.36688756
Divisas,2007-11-20,4275.99012118
Oro,2007-11-20,712.18221778
Otros,2007-11-20,14.06359125
DEG,2007-11-21,42.46120829
Divisas,2007-11-21,4278.23940533
Oro,2007-11-21,732.53107543
Otros,2007-11-21,14.11835
DEG,2007-11-22,42.62653752
Divisas,2007-11-22,4278.93436743
Oro,2007-11-22,731.86599078
Otros,2007-11-22,14.1432
DEG,2007-11-23,42.70156537
Divisas,2007-11-23,4274.16506657
Oro,2007-11-23,733.41026271
Otros,2007-11-23,14.1432
DEG,2007-11-26,42.70156537
Divisas,2007-11-26,4273.58089189
Oro,2007-11-26,750.53847065
Otros,2007-11-26,14.1432
DEG,2007-11-27,42.70156537
Divisas,2007-11-27,4265.74574641
Oro,2007-11-27,749.54084363
Otros,2007-11-27,14.17293125
DEG,2007-11-28,42.79133083
Divisas,2007-11-28,4266.64766526
Oro,2007-11-28,739.8287853200001
Otros,2007-11-28,14.18340375
DEG,2007-11-29,42.82294971
Divisas,2007-11-29,4278.24361888
Oro,2007-11-29,734.3997458199999
Otros,2007-11-29,14.11187125
DEG,2007-11-30,42.60697669
Divisas,2007-11-30,4298.75076068
Oro,2007-11-30,723.28463216
Otros,2007-11-30,14.10903125
DEG,2007-12-03,42.73821993
Divisas,2007-12-03,4301.28830021
Oro,2007-12-03,713.7775657000001
Otros,2007-12-03,14.10903125
DEG,2007-12-04,42.61512629
Divisas,2007-12-04,4305.73232785
Oro,2007-12-04,721.34404265
Otros,2007-12-04,14.112847499999999
DEG,2007-12-05,42.73983251
Divisas,2007-12-05,4307.9578279
Oro,2007-12-05,731.77585014
Otros,2007-12-05,14.0722
DEG,2007-12-06,42.64039005
Divisas,2007-12-06,4315.20681832
Oro,2007-12-06,726.17273956
Otros,2007-12-06,14.11338
DEG,2007-12-07,42.3917839
Divisas,2007-12-07,4315.08833664
Oro,2007-12-07,731.55263678
Otros,2007-12-07,14.0805425
DEG,2007-12-10,42.49257018
Divisas,2007-12-10,4409.10829485
Oro,2007-12-10,725.71720212
Otros,2007-12-10,14.03173
DEG,2007-12-11,42.54659162
Divisas,2007-12-11,4431.734718539999
Oro,2007-12-11,737.7433906699999
Otros,2007-12-11,14.04956875
DEG,2007-12-12,42.54497904
Divisas,2007-12-12,4427.89682615
Oro,2007-12-12,727.49835354
Otros,2007-12-12,14.049036249999999
DEG,2007-12-13,42.57749942
Divisas,2007-12-13,4424.89555326
Oro,2007-12-13,742.28054362
Otros,2007-12-13,14.059775
DEG,2007-12-14,42.55814845
Divisas,2007-12-14,4425.67397463
Oro,2007-12-14,727.19769881
Otros,2007-12-14,14.053385
DEG,2007-12-17,42.26008983
Divisas,2007-12-17,4416.43661304
Oro,2007-12-17,724.44169727
Otros,2007-12-17,13.95496125
DEG,2007-12-18,42.08458731
Divisas,2007-12-18,4431.71823312
Oro,2007-12-18,721.43515014
Otros,2007-12-18,13.897007499999999
DEG,2007-12-19,42.09802548
Divisas,2007-12-19,4433.03137057
Oro,2007-12-19,730.93310587
Otros,2007-12-19,13.901444999999999
DEG,2007-12-20,42.07894328
Divisas,2007-12-20,4443.371872340001
Oro,2007-12-20,731.17909608
Otros,2007-12-20,13.895143749999999
DEG,2007-12-21,41.95369953
Divisas,2007-12-21,4451.8804969
Oro,2007-12-21,726.24562555
Otros,2007-12-21,13.853786249999999
DEG,2007-12-24,42.00288324
Divisas,2007-12-24,4465.956395450001
Oro,2007-12-24,738.31281246
Otros,2007-12-24,13.8700275
DEG,2007-12-26,42.00288324
Divisas,2007-12-26,4451.81685467
Oro,2007-12-26,740.54039058
Otros,2007-12-26,13.8700275
DEG,2007-12-27,42.11146365
Divisas,2007-12-27,4465.04461694
Oro,2007-12-27,751.40951402
Otros,2007-12-27,13.9058825
DEG,2007-12-28,42.12248296
Divisas,2007-12-28,4482.71763925
Oro,2007-12-28,751.6445074999999
Otros,2007-12-28,13.90952125
DEG,2007-12-29,41.95369953
Divisas,2007-12-29,4451.8804969
Oro,2007-12-29,726.24562555
Otros,2007-12-29,13.853786249999999
DEG,2007-12-31,42.54779423
Divisas,2007-12-31,4497.6548017000005
Oro,2007-12-31,764.3084484699999
Otros,2007-12-31,14.00901
DEG,2008-01-02,42.54779423
Divisas,2008-01-02,4490.249884579999
Oro,2008-01-02,759.66196653
Otros,2008-01-02,14.00901
DEG,2008-01-03,42.54752468
Divisas,2008-01-03,4498.59362892
Oro,2008-01-03,782.48439252
Otros,2008-01-03,14.00892125
DEG,2008-01-04,42.74160007
Divisas,2008-01-04,4503.68223949
Oro,2008-01-04,786.99421323
Otros,2008-01-04,14.07282125
DEG,2008-01-05,41.95369953
Divisas,2008-01-05,4451.8804969
Oro,2008-01-05,726.24562555
Otros,2008-01-05,13.853786249999999
DEG,2008-01-07,42.64456238
Divisas,2008-01-07,4499.51719259
Oro,2008-01-07,785.1582737
Otros,2008-01-07,14.04087125
DEG,2008-01-08,42.61275558
Divisas,2008-01-08,4495.54307951
Oro,2008-01-08,782.1699480599999
Otros,2008-01-08,14.03039875
DEG,2008-01-09,42.63351086
Divisas,2008-01-09,4498.196556610001
Oro,2008-01-09,800.7740973199999
Otros,2008-01-09,14.0372325
DEG,2008-01-10,42.601704059999996
Divisas,2008-01-10,4500.385135050001
Oro,2008-01-10,798.0499834
Otros,2008-01-10,14.02676
DEG,2008-01-11,42.55183746
Divisas,2008-01-11,4503.45495903
Oro,2008-01-11,814.10312296
Otros,2008-01-11,14.01034125
DEG,2008-01-14,42.68553384
Divisas,2008-01-14,4613.53294981
Oro,2008-01-14,816.59035741
Otros,2008-01-14,14.05436125
DEG,2008-01-15,42.89362579
Divisas,2008-01-15,4614.77598565
Oro,2008-01-15,826.07009165
Otros,2008-01-15,14.12287625
DEG,2008-01-16,42.84591559
Divisas,2008-01-16,4611.32138786
Oro,2008-01-16,812.4905204
Otros,2008-01-16,14.1071675
DEG,2008-01-17,42.79820539
Divisas,2008-01-17,4601.922515959999
Oro,2008-01-17,800.5053302299999
Otros,2008-01-17,14.09145875
DEG,2008-01-18,42.633241309999995
Divisas,2008-01-18,4609.651936990001
Oro,2008-01-18,798.69684657
Otros,2008-01-18,14.037143749999998
DEG,2008-01-21,42.61221648
Divisas,2008-01-21,4608.668823460001
Oro,2008-01-21,806.1129961700001
Otros,2008-01-21,14.03022125
DEG,2008-01-22,42.61221648
Divisas,2008-01-22,4624.81920538
Oro,2008-01-22,787.66601713
Otros,2008-01-22,14.03022125
DEG,2008-01-23,42.48498928
Divisas,2008-01-23,4630.98106403
Oro,2008-01-23,813.2034463
Otros,2008-01-23,13.98833125
DEG,2008-01-24,42.58499201
Divisas,2008-01-24,4633.6936967
Oro,2008-01-24,810.4292232500001
Otros,2008-01-24,14.021257499999999
DEG,2008-01-25,42.67717782
Divisas,2008-01-25,4632.1801569
Oro,2008-01-25,831.3308127399999
Otros,2008-01-25,14.05161
DEG,2008-01-28,42.71087146
Divisas,2008-01-28,4629.94215455
Oro,2008-01-28,832.56076385
Otros,2008-01-28,14.06270375
DEG,2008-01-29,42.79362305
Divisas,2008-01-29,4628.35828675
Oro,2008-01-29,846.7735321299999
Otros,2008-01-29,14.08995
DEG,2008-01-30,42.87179231
Divisas,2008-01-30,4678.24801863
Oro,2008-01-30,841.90748696
Otros,2008-01-30,14.1156875
DEG,2008-01-31,43.02567723
Divisas,2008-01-31,4717.87457701
Oro,2008-01-31,847.44226692
Otros,2008-01-31,14.125805
DEG,2008-02-01,43.12380446
Divisas,2008-02-01,4724.74393114
Oro,2008-02-01,843.33787454
Otros,2008-02-01,14.15802125
DEG,2008-02-06,43.1313735
Divisas,2008-02-06,4731.4003887399995
Oro,2008-02-06,827.1435183699999
Otros,2008-02-06,14.160506250000001
DEG,2008-02-07,42.74724464
Divisas,2008-02-07,4728.1375805200005
Oro,2008-02-07,820.2036810400001
Otros,2008-02-07,14.0343925
DEG,2008-02-08,42.72994396
Divisas,2008-02-08,4725.70019876
Oro,2008-02-08,828.08447884
Otros,2008-02-08,14.0287125
DEG,2008-02-09,43.02567723
Divisas,2008-02-09,4716.24802587
Oro,2008-02-09,847.44226692
